CHAN_SEQ,PU_GAP,AREAKM,SINUOUS,URBWT,AGWT,WATWT,WETWT,DARWT,DARRT
40346,rockr3745,3.6009,1.032,5.248687828,83.72906773,0,0.174956261,-3.952,5.5714
40347,rockr3746,1.3437,1.031,5.358338915,59.47756196,0,0.267916946,2.4441,19.4242
40348,rockr3747,7.3053,1.11,4.324257731,89.70062831,0,0,-2.9474,9.6564
40349,rockr3748,58.4721,1.012,4.637596392,79.7749696,0.007695978,0.116978867,-5.8014,5.5296
40350,rockr3749,12.3588,1.039,3.531896301,77.52694436,0,0,-11.0712,10.7006
40351,rockr3750,31.1751,1.222,4.572880279,83.12018245,0.014434597,0.13857213,-5.0115,4.7532
40352,rockr3751,38.9439,1.131,4.964063692,83.41152273,0.011555083,0.110928798,-5.1332,4.9761
40353,rockr3752,1.9314,1.56,3.494874185,89.09599254,0,0,-3.1473,4.8161
40354,rockr3753,1.8,1.035,3.5,81.05,0,0,-5.432,7.2235
40355,rockr3754,1.9422,1.063,8.758109361,80.58387396,0,0,-2.0774,2.6634
40356,rockr3755,9.6993,1.274,3.860072376,82.00797996,0.055674121,0.02783706,-38.841,160.4758
40357,rockr3756,1.6065,1.063,2.18487395,92.66106443,0,0,-1.3165,6.9225
40358,rockr3757,0.6903,1.053,5.475880052,85.78878748,0,0,-39.8266,54.4469
40360,rockr3759,847.8486,1.28,5.20925552,85.62927391,0.067936658,0.212514357,-8.5609,6.1558
40361,rockr3760,5.3901,1.056,2.855234597,83.10235432,0,0.133578227,-4.4403,6.0587
40362,rockr3761,25.3647,1.084,4.460135543,83.56810843,0.017741191,0.095802434,-5.01,4.6607
40363,rockr3762,15.3828,1.031,3.808799438,84.65363913,0,0.058506904,-3.8856,8.6213
40364,rockr3763,16.9902,1.076,4.100010594,78.31867783,0,0.185400996,-4.503,6.8664
40365,rockr3764,2.1825,1.045,8.288659794,87.50515464,0,0,-5.9938,6.1699
40366,rockr3765,7.4412,1.118,3.36236091,79.01548137,0,0.120948234,-5.0496,7.5896
40367,rockr3766,14.6385,1.201,4.709498924,88.86566247,0,0.356593913,-2.0505,5.7625
40368,rockr3767,0.8505,1.255,6.243386243,75.76719577,7.195767196,1.904761905,-37.2011,39.5887
40369,rockr3768,1007.271,1.416,5.302227504,73.0791912,0.208454329,0.638140083,-11.2554,9.4319
40370,rockr3769,0.9342,1.137,6.165703276,93.06358382,0,0,-2.6301,1.1189
37105,rockr377,1.8243,1.017,3.700049334,79.52639369,0.690675876,6.216082881,-97.0161,200.5662
40371,rockr3770,966.9303,2.199,5.189381282,86.33846721,0.059569961,0.21100797,-8.2744,6.0252
40372,rockr3771,1235.3004,1.266,7.520130326,74.36374181,0.178936233,2.378336476,-41.7126,47.6886
40373,rockr3772,117.6174,1.724,5.084706855,91.58134766,0,0.120900479,-5.5291,4.7862
40374,rockr3773,45.8424,1.077,3.879378043,84.04272028,0.023558976,0.738181247,-103.5756,209.9899
40375,rockr3774,2.1735,1.045,7.660455487,76.23188406,0,0,-14.7901,33.847
40376,rockr3775,19.854,1.082,5.185856754,81.00181324,0,0.122393472,-14.0416,15.7549
40377,rockr3776,0.8649,1.203,4.162330905,92.09157128,0,0,-14.205,38.2199
40378,rockr3779,4.1094,1.227,5.081033728,84.01226456,0,1.664476566,-25.6461,31.942
37106,rockr378,20.5893,1.439,7.973073392,76.41736242,0,3.230318661,-136.0762,159.3203
40379,rockr3780,3.051,1.17,10.85545723,77.05014749,0,0.412979351,-13.2714,33.0339
40380,rockr3781,15.7914,1.037,4.730422888,89.21691554,0,0.330559672,-2.0468,5.0661
40381,rockr3782,20.8017,1.047,5.122658244,81.52122182,0,0.134123653,-14.1911,17.7631
40382,rockr3783,5.922,1.175,5.592705167,93.61702128,0,0,-2.025,1.8006
40383,rockr3784,1.17,1.012,6.769230769,91.69230769,0,0,-2.7823,4.7407
40384,rockr3785,19.1259,1.091,5.110347748,84.37720578,0.023528305,0.089407557,-4.9757,4.241
40385,rockr3786,4.2624,1.067,3.568412162,93.45439189,0,0,-4.4158,2.9783
40386,rockr3787,72.4464,1.196,4.411399324,79.38158418,0.006211489,0.094414629,-8.0774,6.7599
40387,rockr3788,2.5047,1.117,7.797340999,81.53072224,0,0,-17.35,28.3532
40388,rockr3789,4.3407,1.169,6.303130831,78.5403276,0,0.995231184,-130.8573,251.8621
37107,rockr379,7.6212,1.034,2.763344355,80.77468115,0.366084081,13.67501181,-12.9275,38.2693
40389,rockr3790,3.4695,1.152,4.824902724,71.28404669,0,1.063553826,-79.3243,340.613
40390,rockr3791,2.5092,1.064,13.19942611,85.83213773,0,0,-2.3346,6.1182
40391,rockr3792,5.6313,1.105,5.769538117,93.51126738,0,0,-2.3657,3.9455
40392,rockr3793,2.3139,1.109,4.667444574,95.0991832,0,0,-0.1486,1.619
40393,rockr3794,5.3028,1.117,5.040733198,89.30753564,0,0.526137135,-0.4956,3.0544
40394,rockr3795,7.7337,1.064,6.132898871,87.90876295,0,0.139648551,-3.511,4.8028
40395,rockr3796,17.0658,1.022,5.210420842,86.06159688,0.026368527,0.100200401,-4.7829,3.4037
40396,rockr3797,11.4597,1.231,43.64250373,52.10084034,1.225162962,0,-65.7741,75.9104
40397,rockr3798,11.07,1.079,4.756097561,84.99186992,0,0.349593496,-2.9358,4.508
40398,rockr3799,0.8316,1.033,2.489177489,97.51082251,0,0,-1.7002,5.6157
36810,rockr38,7.3755,1.297,5.149481391,86.12568639,0.04881025,4.502745577,-83.999,66.7943
37108,rockr380,4.9734,2.108,5.410785378,68.18675353,0.361925443,8.650018096,-83.4893,116.9951
40399,rockr3800,7.2621,1.025,5.651257901,93.45643822,0,0,-2.2354,2.2889
40400,rockr3801,37.1556,1.002,20.55517876,75.01453348,0.622517198,0.01211123,-34.9614,104.5519
40401,rockr3802,4.9293,1.239,6.828555779,82.2165419,0.912908527,0,-71.6621,58.5655
40402,rockr3803,5.2065,1.206,5.410544512,91.5298185,0,1.676750216,-7.4971,160.6415
40403,rockr3804,17.433,1.14,5.167785235,88.44088797,0,1.14610222,-85.2188,208.8691
40404,rockr3805,25.5483,1.164,10.29696692,85.25029063,0.274773664,0.017613696,-21.892,113.9006
40405,rockr3806,36.9954,1.172,4.527319613,91.42217681,0,0.987690362,-77.9683,228.7305
40406,rockr3807,4.9068,1.23,5.080704329,91.87454145,0,0.146735143,-137.237,41.9547
40407,rockr3808,17.2926,1.245,9.503487041,87.65483502,0.312272301,0,12.7754,67.7086
40408,rockr3809,1.467,1.044,4.355828221,86.19631902,0,0,-3.554,15.0216
37109,rockr381,0.9126,1.174,3.944773176,88.06706114,0.295857988,0,-19.4911,424.3125
40409,rockr3810,20.4336,1.079,4.64235377,78.62491191,0,0.154157858,-4.8283,6.6734
40410,rockr3811,41.913,1.028,4.590938372,91.47734593,0,0.888984325,-84.8733,215.9258
40411,rockr3812,39.7368,1.038,6.133357492,87.95298061,0,0.489219061,-136.5256,227.374
40412,rockr3813,50.4054,1.069,3.985287291,83.75888298,0.039281506,0.939185087,-96.8241,193.8429
40413,rockr3814,31.9059,1.648,5.325660771,85.00465431,0,0.296183465,-85.7615,8.722
40414,rockr3815,29.0547,1.147,5.554006753,91.08509122,0.02787845,0,-44.1785,82.2974
40415,rockr3816,8588.9043,1.031,9.94403675,66.29752179,3.760310847,10.01538578,-84.6823,100.8062
40416,rockr3817,2.6613,1.033,2.840716943,88.1636794,0,0,-4.349,7.8438
40417,rockr3818,42.6258,1.039,18.91812001,75.89628816,0.694649719,0.010556987,-39.3717,97.7285
40418,rockr3819,2.0403,1.139,14.07146008,80.76753419,0,0,-3.506,8.1799
37110,rockr382,1.6866,1.186,8.057630736,70.86446105,0,4.322305229,-22.5848,211.9696
40419,rockr3820,108.5535,1.987,5.027567052,93.12191684,0,0.01741077,-3.3678,3.6064
40420,rockr3821,16.2648,1.219,8.001328021,89.46989819,0,0,-2.7668,4.9051
40422,rockr3825,7.7652,1.087,4.83310153,91.23783032,0,0.359295318,-0.354,2.4736
40423,rockr3826,27.9162,1.069,4.67470501,87.21387581,0,0.325617383,-2.4181,4.8093
40424,rockr3827,3.5055,1.06,6.392811297,93.478819,0,0,-2.3343,4.0933
40425,rockr3828,9.5652,1.082,5.043281897,94.27926233,0,0,-2.3907,2.3707
40426,rockr3829,2.619,1.052,5.429553265,83.74570447,0,0,-3.2869,10.7613
40427,rockr3830,1.7316,1.021,6.548856549,92.15176715,0,0,-2.04,7.2744
40428,rockr3831,10.8774,1.032,6.983286447,91.75078603,0,0,-2.6364,3.7335
40429,rockr3832,970.6257,1.204,5.186685248,86.30582314,0.059343164,0.21613893,-8.3386,6.073
40430,rockr3833,4.3101,1.094,2.756316559,88.57799123,0,0.271455419,3.0466,4.6332
40431,rockr3834,82.089,1.026,5.316303037,89.80813507,0,0.696195593,-108.8646,220.8172
40432,rockr3835,51.642,1.208,4.132101778,86.89264552,0,0.385151621,-1.3704,3.9753
40433,rockr3837,13.0365,1.162,6.834656541,91.8536417,0,0,-2.5977,4.5528
40434,rockr3838,111.5514,1.423,4.937634131,92.46688074,0,0.074225873,-4.1102,3.1877
37111,rockr384,7.7427,1.124,4.196210624,82.32012089,0,5.591072882,-68.9634,230.6228
40436,rockr3840,1009.2303,1.233,5.303348502,73.08891737,0.216610619,0.649831857,-11.294,9.5092
40437,rockr3841,23.8419,1.345,5.194216904,85.50451097,0,0.222717149,-4.9626,6.5385
40438,rockr3842,81.3429,1.145,6.748099711,74.44263728,1.963908344,1.512486031,-133.6415,161.4666
40440,rockr3844,979.7454,1.396,5.171568042,86.35502652,0.058790784,0.217066597,-8.3497,6.0994
40441,rockr3845,1033.0785,1.006,5.300797568,73.37517914,0.21161025,0.64040632,-11.1477,9.4473
40442,rockr3846,3.2112,1.252,3.3632287,94.03026906,0,0,-3.5846,4.3829
40443,rockr3847,220.0131,1.204,13.48160632,69.55358567,4.552501646,0.742046724,-80.1234,117.4061
40444,rockr3848,38.6496,1.05,5.220752608,86.99469076,0,0.733513413,-110.041,172.5969
40445,rockr3849,1.5336,1.024,0.938967136,86.20892019,0,0,-4.3498,5.9689
37112,rockr385,3.4047,1.108,3.647898493,78.74702617,0.343642612,7.798043881,-116.8874,102.2078
40446,rockr3850,20.034,1.223,4.415992812,84.03863432,0.026954178,0.718778077,-4.5605,9.26
40447,rockr3851,1.7145,1.444,8.398950131,81.46981627,0,0,-19.4315,20.7157
40448,rockr3852,75.4236,1.221,4.566607799,79.3732996,0.005966302,0.106200181,-9.0644,8.0713
40449,rockr3853,9.0972,1.051,4.550850811,84.45785516,0.04946577,0.069252078,-5.7393,2.3386
40450,rockr3854,77.1858,1.05,4.648912106,79.42795177,0.005830088,0.108439635,-9.2839,8.5049
40451,rockr3855,9.3249,1.152,5.20220056,75.66837178,0,1.872406138,-101.1826,268.8971
40452,rockr3856,42.7896,1.225,4.347551742,89.05014303,0,0.307083964,-1.7129,4.0873
40453,rockr3857,1.4598,1.094,6.966707768,72.00986436,1.911220715,0.184956843,-8.2189,9.4439
40454,rockr3858,10.8585,1.219,3.514297555,88.18897638,0,0.538748446,-108.0706,225.3156
40455,rockr3859,4.8429,1.147,9.570711764,83.34881992,0,0.55751719,-93.084,221.86
37113,rockr386,5.1273,1.088,4.86220818,61.73424609,0.140424785,3.914340881,-281.3849,263.2873
40456,rockr3860,121.8627,1.074,5.46812109,88.73215512,0,0.70160927,-108.9236,203.873
40457,rockr3861,1.8144,1.123,0.843253968,90.57539683,0,0,-2.8819,6.5442
40458,rockr3862,2.5074,1.04,3.158650395,78.28427854,0,0,-6.262,5.0039
40459,rockr3863,24.5223,1.006,6.099754101,85.66447682,0,0.899181561,-112.9921,142.4227
40460,rockr3864,11.637,1.218,7.741686002,84.52436195,0,0.734725445,-126.6505,199.7797
40461,rockr3865,22.0968,1.954,4.521016618,82.74682307,0.187357445,1.181166504,-5.0764,9.2586
40462,rockr3866,22.1058,1.211,5.435225145,87.68422767,0,0.024427978,-61.9949,140.2172
40463,rockr3867,82.4661,1.131,4.628447326,79.5326807,0.005456788,0.149515983,-9.1857,8.3124
40464,rockr3868,15.8787,1.082,4.574052032,84.2373746,0,0.164371139,-4.5057,5.7253
40465,rockr3869,5.3766,1.004,3.565450285,87.12755273,0,0.903916974,-116.4677,227.7477
37114,rockr387,9.9378,1.103,8.721246151,78.4731027,0,0.48904184,-100.7175,163.4406
40466,rockr3870,84.8259,1.05,4.587749732,79.48775079,0.005304984,0.229175287,-9.3004,8.2791
40467,rockr3871,1.5345,1.102,0.64516129,81.64222874,0,1.46627566,-46.854,36.2087
40468,rockr3872,26.0973,1.864,5.44194227,87.25730248,0,1.33117219,-67.6991,181.5258
40469,rockr3873,0.6264,1.063,3.017241379,93.24712644,0,0,-5.5747,11.5119
40470,rockr3874,1.0503,1.093,5.055698372,92.45929734,0,0,-2.9169,11.1008
40471,rockr3875,4.4172,1.097,2.485737571,83.31295844,0,0,-4.7836,5.6136
40472,rockr3876,6.057,1.138,3.640416048,86.80534918,0,0.505200594,-102.196,162.3152
40473,rockr3877,9.9774,1.091,17.12971315,69.61031932,0,0.577304709,-104.1639,101.9474
40474,rockr3878,2.5749,1.083,1.922404754,92.69486194,0,0.94372597,-5.706,6.8689
40475,rockr3879,1.4256,1.252,6.060606061,91.72979798,0,0,-71.2292,161.1248
37115,rockr388,11.3652,1.087,4.062401014,80.19480519,0.142540386,7.388343364,-81.3127,219.089
40476,rockr3880,9.4644,1.004,5.049448459,88.37961202,0,1.131608977,-110.9503,123.0932
40477,rockr3881,1056.0915,1.526,5.283462655,73.56436445,0.211174884,0.67323712,-11.0322,9.4523
40478,rockr3882,35.9613,1.159,5.468378507,84.22554246,0.095102235,0.262782491,-82.478,12.215
40479,rockr3883,7.5852,1.058,2.444233507,85.04983389,0,0.723777883,-5.7392,4.5707
40480,rockr3884,5.9445,1.028,2.255866768,87.70628312,0,0.741862226,-5.9765,4.066
40481,rockr3885,12.5217,1.062,4.635951987,86.90433408,0,0.071875225,-4.5194,4.7989
40482,rockr3886,8.1648,1.207,4.783950617,86.30952381,0,0,-4.5895,4.9133
40483,rockr3887,6.3036,1.057,3.069674472,87.46430611,0,0,-4.5257,4.7344
40484,rockr3888,2.8953,1.055,5.160087038,88.06341312,0,0,-3.8704,2.7253
40485,rockr3889,2.6919,1.027,3.878301571,89.73587429,0,0.534938148,-4.0792,5.145
37116,rockr389,12.9789,1.349,9.978503571,82.93460925,0,1.185770751,-95.08,69.2943
40486,rockr3890,6.8418,1.062,2.630886609,85.74059458,0,0.802420416,-5.8465,4.5107
40487,rockr3891,7.92,1.052,3.863636364,91.35227273,0,0.306818182,-5.7372,7.5713
40488,rockr3892,5.7375,1.013,4.501960784,89.08235294,0,0.250980392,-4.1046,3.8888
40489,rockr3893,1.8306,1.025,4.719764012,92.57620452,0,0,-4.5064,10.3241
40490,rockr3894,3.5091,2.453,1.667094127,97.358297,0,0,-60.4396,113.5206
40491,rockr3895,2.8863,1.101,1.621453071,97.10009355,0,0,-47.1849,64.6622
40492,rockr3896,1.1475,1.023,5.254901961,83.52941176,0,0,-4.8494,9.4018
40493,rockr3897,91.4535,1.548,4.518033755,93.85130148,0,0.013777493,-3.2982,3.162
40494,rockr3898,3.195,1.147,3.915492958,95.69014085,0,0.394366197,-2.7118,6.4629
40495,rockr3899,2.5848,1.078,2.820334262,96.93593315,0,0,-2.7531,4.9028
36811,rockr39,5.4702,1.186,5.100361961,71.5366897,0.361961171,13.90259954,-99.4876,67.6842
37117,rockr390,12.9852,1.138,7.741890768,86.3667868,0.173274189,1.102023843,-119.68,117.1773
40496,rockr3900,1.2852,1.036,8.053221289,62.18487395,0,0,-5.9083,8.1445
40497,rockr3901,14.202,1.151,2.908745247,84.23320659,0,0.51964512,-5.1481,4.9454
40498,rockr3902,25.8813,1.096,4.444135341,78.08185833,0,0.264283479,-5.0548,7.6995
40499,rockr3903,2.8512,1.04,6.723484848,77.61994949,0,0,-6.648,9.2018
40500,rockr3904,7.9146,1.02,3.877643848,88.41255401,0,0.386627246,-89.8759,159.017
40501,rockr3905,129.4101,1.284,5.539366711,88.53806619,0,0.701722663,-106.9146,202.7912
40502,rockr3906,7.5303,1.201,4.685072308,88.8968567,0,1.051750926,-118.576,130.8933
40503,rockr3907,5.742,1.069,26.37931034,65.09404389,0,0.031347962,-89.9815,122.1085
40504,rockr3908,87.3135,1.083,4.53331959,94.16688141,0,0.014430758,-3.2153,3.1121
40505,rockr3909,1.6911,1.082,4.576902608,87.38690793,0,1.011176158,-5.6791,6.6576
37118,rockr391,8.487,1.63,7.200424178,76.80805938,0,2.364793213,-121.0652,160.2895
40506,rockr3910,16.3071,1.238,3.592913516,82.64804901,0,0.452563607,-5.1102,5.2823
40507,rockr3911,1.3617,1.179,3.701255783,87.44216788,0,0,-5.848,4.7297
40508,rockr3912,4.3218,1.076,6.039150354,93.41940858,0,0,-1.8615,2.9497
40509,rockr3913,2.7612,1.221,3.226857888,96.41460235,0,0,-2.0973,3.7125
40510,rockr3914,4.0104,1.221,11.33303411,77.17684022,0.067324955,0,-67.0301,116.9718
40511,rockr3915,1.8423,1.142,10.25891549,82.65754763,0,0,-4.9033,5.331
40512,rockr3916,1.8036,1.217,6.936127745,85.37924152,0,1.546906188,-97.8777,99.7105
40513,rockr3917,2.2779,1.066,2.88423548,96.91821414,0,0,-3.5915,5.5483
40514,rockr3918,16.3881,1.135,4.926135428,94.65099676,0,0,-2.6669,2.0519
40515,rockr3919,1005.8787,1.692,5.154150297,86.14987075,0.05824758,0.245248259,-8.6275,6.3027
37119,rockr392,2.4093,1.144,2.689577886,86.36533433,0,3.28726186,-114.2439,133.9319
40516,rockr3920,20.4273,1.197,4.42789796,80.17799709,0,0.563951183,-5.152,5.2245
40517,rockr3921,24.0363,1.045,4.66169918,81.33822593,0,0.644025911,-4.9576,5.3
40518,rockr3922,1058.778,1.057,5.280087044,73.56845344,0.211744105,0.681049285,-11.0757,9.4483
40519,rockr3923,3.1167,1.353,3.840600635,87.92954086,0,0.779670806,-2.1672,4.4157
40520,rockr3924,82.3131,1.9,4.451174843,94.30892531,0,0.015307406,-3.126,3.1281
40521,rockr3925,1.4535,1.137,3.777089783,80.37151703,0,0,-37.6464,36.2128
40522,rockr3926,1008.0765,1.161,5.151126923,86.14712276,0.058120589,0.24980247,-8.673,6.2638
40524,rockr3928,54.6624,1,17.20067176,75.17946523,1.672813488,0.00823235,-46.7151,99.7067
40525,rockr3929,1.9098,1.051,2.450518379,80.63147974,0,0.094250707,-7.8596,9.4038
37120,rockr393,2.9412,1.339,4.345165239,74.35740514,0,8.506731946,-75.1585,151.853
40526,rockr3930,1.7649,1.238,3.773584906,82.10096889,0,2.906680265,-27.5405,-12.2562
40527,rockr3931,1.0188,1.085,1.590106007,98.40989399,0,0,-1.6148,3.6113
40528,rockr3932,7.7625,1.092,5.553623188,93.80869565,0,0,-2.1095,2.6334
40529,rockr3933,3.5586,1.234,4.122407688,80.12139605,0,0,-151.5392,261.6899
40530,rockr3934,43.8723,1.035,3.994091944,85.45961803,0,0.48002954,-3.8145,5.2146
40531,rockr3935,248.8374,1.805,12.57315018,68.77816598,4.047221197,0.772914361,-81.8173,117.7581
40532,rockr3936,1.9458,1.087,4.20906568,90.61054579,0,0.231267345,-1.0097,7
40533,rockr3937,31.9968,1.077,4.57639514,82.63388839,0,0.6159991,-4.702,5.3048
40534,rockr3938,29.5209,1.14,4.576079998,82.16822658,0,0.618883571,-4.7844,5.2113
40535,rockr3939,6.3729,1.057,3.106905804,96.42705833,0,0.197712188,-2.8286,5.6457
37121,rockr394,7.146,1.033,7.65743073,81.77581864,0,0.365239295,-61.8861,251.2032
40536,rockr3940,22.851,1.279,10.66167783,73.46199291,0,1.476959433,-99.8105,184.5206
40537,rockr3941,1.4382,1.033,5.131414268,93.92991239,0,0,-3.4462,4.5648
40538,rockr3942,80.6301,1.579,4.512830816,94.27273438,0,0.015626918,-3.1275,2.9843
40539,rockr3943,66.7476,1.04,4.444204735,94.78183485,0,0.018877083,-2.8827,2.9316
40540,rockr3944,34.2666,1.012,4.535903766,83.22739928,0,0.588327993,-4.4707,5.376
40541,rockr3945,6.3333,1.031,7.17635356,85.81782009,0,0,-5.3298,5.5782
40542,rockr3948,5.2317,1.056,4.369516601,81.52416996,0,0.172028213,-7.9384,4.3
40543,rockr3949,1.8495,1.166,1.849148418,91.24087591,0.243309002,0,-5.8229,4.1262
37122,rockr395,2.1195,1.349,5.732484076,82.12314225,0,0.891719745,-69.7011,317.5281
40544,rockr3950,18.9279,1.388,4.688317246,94.91702725,0,0,-2.8032,2.6781
40545,rockr3951,2.2419,1.125,2.207948615,71.57767965,0,0.321156162,-11.4022,17.1396
40546,rockr3952,1009.6875,1.057,5.149058496,86.13972145,0.058027855,0.249938719,-8.7267,6.3323
40547,rockr3953,2.2932,1.055,3.296703297,78.61067504,0,0.078492936,-20.9466,13.9577
40548,rockr3954,1.8045,1.027,2.942643392,69.57605985,0,0.548628429,-2.7397,10.9058
40549,rockr3955,1.0719,1.191,2.01511335,89.33669186,0,0,-107.3636,190.8106
40550,rockr3956,46.9215,1.312,4.25817589,95.07816246,0,0,-2.8026,2.1712
40551,rockr3957,139.3326,1.202,5.370961283,88.68319403,0,0.676941362,-103.8806,198.1589
40552,rockr3958,37.5939,1.038,4.357089847,95.24071724,0,0,-2.5671,2.3059
37123,rockr396,7.3584,1.001,4.68444227,82.13062622,0.085616438,4.757827789,-95.6111,149.581
40553,rockr3960,1.6875,1.259,5.6,94.02666667,0,0,-1.3963,9.49
40554,rockr3961,39.4515,1.056,4.158777233,84.3161857,0,0.511007186,-4.1392,5.2977
40555,rockr3962,1.3644,1.284,2.506596306,77.30870712,0,0.329815303,-139.4274,91.9554
40556,rockr3963,2.0781,1.105,4.157644002,72.84538761,0,0,-32.2967,31.3638
40557,rockr3964,90.6255,1.213,4.501713094,79.27503848,0.00496549,0.365460053,-10.7302,9.197
40558,rockr3965,12.9168,1.205,4.731047938,94.80211817,0,0,-2.0717,2.1323
40559,rockr3966,4.2192,1.035,3.455631399,90.37969283,0,0.575938567,-1.3665,7.5406
40560,rockr3967,18.4491,1.326,4.068491146,95.55100249,0,0,-2.2907,2.1233
40561,rockr3968,65.0556,1.04,4.420065298,94.83288141,0,0.019368048,-2.86,2.9549
40562,rockr3969,53.6157,1.186,4.110922733,95.23945412,0,0.023500579,-2.8203,2.7077
37124,rockr397,12.3858,1,3.814852492,78.98561256,1.024560384,8.218282226,-80.1186,205.1649
40563,rockr3970,17.4897,1.139,3.823393197,84.03746205,0,0.818195852,-123.1516,261.5336
40564,rockr3971,4.7673,1.241,6.34321314,88.33301869,0,0.679629979,-9.6551,15.2702
40565,rockr3972,4.932,1.158,5.912408759,92.02554745,0,0,-5.3259,2.8037
40566,rockr3973,2.3067,1.018,0.819352321,84.588373,0,0.234100663,-6.8342,1.5838
40567,rockr3974,1.3068,1.031,3.856749311,82.98898072,0,0.344352617,-10.6639,9.2042
40568,rockr3975,140.9454,1.306,5.335683179,88.59111401,0,0.672388031,-103.8676,195.5173
40569,rockr3976,2.6631,1.104,5.272051369,82.29131463,0,0.709699223,-20.9,15.847
40570,rockr3977,3.186,1.098,3.361581921,86.75141243,0,0.367231638,-4.5585,9.292
40571,rockr3978,3.4254,1.199,4.808197583,86.6001051,0,0,-0.9204,10.7627
40572,rockr3979,4.1319,1.178,3.79002396,88.45567415,0,0.217817469,-4.1385,4.9963
37125,rockr398,0.9855,1.087,1.095890411,65.11415525,11.23287671,17.26027397,-67.4922,25.5474
40573,rockr3980,1.5813,1.072,3.75640296,93.45475242,1.25213432,0.512236767,-8.8839,9.2551
40574,rockr3981,1062.4968,1.456,5.271771171,73.56177449,0.215153589,0.723136296,-11.1142,9.4452
40575,rockr3982,1.7316,1.167,5.353430353,90.38461538,0,0,-3.6253,5.043
40576,rockr3983,3.3678,1.106,12.90753608,76.6969535,0,0.133618386,-0.0741,211.5375
40577,rockr3984,4.4199,1.384,3.013642843,95.27591122,0,0,-54.2191,107.124
40578,rockr3985,0.6354,1.045,0.849858357,76.20396601,0,0,-5.8159,4.7752
40580,rockr3987,0.6714,1.011,5.227882038,66.21983914,0,1.608579088,-5.3767,5.555
40581,rockr3988,3.7476,1.309,11.3832853,58.06916427,0.192122959,3.962536023,-11.0108,-8.1498
40582,rockr3989,11.3904,1.14,3.176359039,87.12073325,0,0,-128.9633,189.7263
37126,rockr399,401.463,1.568,7.113681709,70.60820051,9.941040644,7.755957585,-60.0099,56.0775
40583,rockr3990,1.9485,1.238,4.757505774,87.02078522,0,0.092378753,-77.7243,72.9975
40584,rockr3991,150.2145,1.092,5.257481801,88.12677871,0,0.733351308,-107.0913,192.4677
40585,rockr3992,92.8233,1.079,4.492083345,79.13842753,0.004847921,0.372320312,-11.2347,9.8749
40586,rockr3993,1.8045,1.113,6.334164589,67.93017456,0,2.443890274,-33.793,31.3326
40587,rockr3994,132.3567,1.735,17.72097672,66.85230139,6.335380075,0.24683299,-44.4491,100.1876
40588,rockr3995,8.6058,1.255,4.057728509,79.93097678,0,1.788328802,-164.8909,157.1073
40589,rockr3996,1295.9784,1.632,7.403317833,74.73825953,0.202503375,2.37858131,-40.056,45.2548
40590,rockr3997,59.1237,1.778,7.877551642,77.66885361,0.776338423,1.881479001,-88.1638,150.4675
40591,rockr3998,11.1141,1.104,3.878856588,85.18908414,0,0.210543364,-4.8361,6.0862
40592,rockr3999,3.0006,1.08,5.158968206,86.29274145,0,0.23995201,-0.2082,15.7295
36776,rockr4,33.5538,1.401,4.321120112,76.62142589,0.63301325,14.57808058,-27.5259,60.2935
36812,rockr40,11.9529,1.061,3.456065055,86.30374219,0.045177321,5.820344854,-49.635,74.3107
37127,rockr400,4.6827,1.097,5.6505862,79.93465308,0.134537767,5.112435134,-92.1914,172.5648
40593,rockr4000,2.7837,1.258,8.923375364,78.95247333,0,0,-41.7178,115.2577
40594,rockr4001,11.223,1.045,5.926222935,93.51242983,0,0,-2.9309,4.9728
40595,rockr4002,5.3496,1.118,3.549798116,88.96366083,0,0.185060565,-104.873,234.8244
40596,rockr4003,29.5749,1.016,10.03621314,71.30336873,0.024344968,1.844131341,-81.7198,144.6926
40597,rockr4004,34.0011,1.034,4.5607348,77.32602769,0.015881839,0.264697319,-8.3162,9.1461
40598,rockr4005,6.6051,1.175,14.56601717,82.1501567,0.068129173,0.190761684,-18.684,9.0294
40599,rockr4006,1.2339,1.16,3.865791393,95.0401167,0,0,-0.9934,1.9437
40600,rockr4007,0.603,1.027,4.029850746,85.52238806,0,0.149253731,-3.9746,4.8243
40601,rockr4008,28.9809,1.196,7.096052918,85.55324369,0,0,-78.4377,125.6074
40602,rockr4009,54.4005,1.218,3.793531309,85.4810158,0,0.474811812,-3.4673,4.9501
40603,rockr4010,4.0113,1.726,2.894323536,85.14695984,0,1.009647745,-64.6993,167.4019
40604,rockr4011,1.2051,1.06,1.643017177,97.53547423,0,0,-2.6273,9.3669
40605,rockr4012,30.1563,1.076,9.890470648,71.43283493,0.023875608,1.895126392,-80.3361,133.2684
40606,rockr4013,2.8062,1.103,1.090442591,98.62091084,0,0,-2.2775,3.6699
40608,rockr4015,0.5355,1.177,2.18487395,78.99159664,0,2.521008403,-11.0739,2.5426
40609,rockr4016,2.3553,1.045,2.254489874,74.47458922,0,0.229270157,-8.3217,24.5815
40610,rockr4017,153.9333,2.063,5.224015856,88.04644609,0,0.795149588,-106.1523,189.6969
40611,rockr4018,1.1286,1.067,7.097288676,92.18500797,0,0,-1.4705,6.6449
40612,rockr4019,1.1997,1.063,1.27531883,70.66766692,0,0.150037509,-20.0653,23.1775
37129,rockr402,3.9699,1.582,5.644978463,85.10541827,0,1.337565178,-96.9,227.6342
